Title,JobTitle(Grouped),Position,Company,Location,City,HiringStatus,Date,Num1,Time,Num2,Days,DateSince,DateSinceFormated,,1 day,
Enterprise Data Architect,Data Architect,Not specified,Deutsche Bank,"Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Controller,Financial Controller,Not specified,Hipo.ro Jobs,"Curtea de Argeş, Argeş, Romania",Curtea de Argeş,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Senior Commercial Project Controller,Financial Controller,Senior,Siemens Energy,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Finance Business Partner,Finance Business Partner,Not specified,NN,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
General Ledger Accountant,Accountant ,Not specified,Ericsson,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Business Financial Controller,Financial Controller,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
CREDIT ANALYST,Credit Analyst,Not specified,Allianz Trade in Romania,Romania,Not specified,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"JUNIOR TRADER - Dubai, UAE",Trader,Junior,Cobblestone Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Analyst FP&A,Financial Analyst,Senior,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Contract Manager,Contract Manager,Head,Tremend Software Consulting,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
RETAIL BANKING OFFICER GALATI,Banking Officer,Not specified,First Bank SA,"Galaţi, Romania",Galaţi,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Business Consultant - ERP Implementation,Financial Consultant ,Not specified,TotalSoft,Bucharest Metropolitan Area,Bucharest ,Not specified,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Payments Specialist,Payments Specialist,Senior,Procter & Gamble,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,6 hours ago,6,hour,0.0416667,0.25,45254.75,11/24/2023,,,
Sales & Account Officer - Mangalia,Sales and Account Officer ,Not specified,Hipo.ro Jobs,"Mangalia, Constanţa, Romania",Mangalia,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Associate in Accounting & Regulatory Advisory for Financial Institutions & Digital Enthusiast,Accounting and Regulatory Advisor,Senior,PwC Romania,"Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Accountant,Accountant,Senior,BNP Paribas,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Commercial Project Manager,Project Manager,Head,Sobi - Swedish Orphan Biovitrum AB (publ),Timisoara Metropolitan Area,Timişoara,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Controller,Financial Controller,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Accountant,Accountant,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Accounts Receivable Specialist,Accounts Receivable Specialist,Senior,Huf Group,"Timişoara, Timiş, Romania",Timişoara,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Finance & GBS Consultant,Financial Consultant,Not specified,EY,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Purchase Specialist,Purchase Specialist,Senior,LANCO Romania,"Tălmaciu, Sibiu, Romania",Tălmaciu,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Treasury & Corporate Finance Analyst,Treasury and Financial Analyst,Not specified,AUTO1 Group,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Team Leader Accounts Receivable,Accounts Receivable ,Head,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Project Controller for Real Estate,Financial Controller ,Not specified,Siemens Energy,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Business Consultant - Charisma Medical Software,Financial Consultant ,Not specified,TotalSoft,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Credit Analyst,Credit Analyst,Not specified,Prima Finantare,Iasi Metropolitan Area,Iaşi,Be an early applicant,6 hours ago,6,hour,0.0416667,0.25,45254.75,11/24/2023,,,
Fraud and Risk Analyst - online casino (Internal Only),Fraud and Risk Analyst ,Not specified,Ezugi,"Voluntari, Ilfov, Romania",Not specified,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Manager Finance,Finance Manager,Head,Copeland,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,23 hours ago,23,hour,0.0416667,0.96,45254.04,11/24/2023,,,
Accounts Payable Analyst - Payments,Accounts Payable Analyst ,Not specified,BAT,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Accountant,Accountant,Not specified,Hipo.ro Jobs,"Oradea, Bihor, Romania",Oradea,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
General Ledger Accountant (French-speaking) – Remote,Accountant ,Not specified,Webhelp,Romania,Not specified,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Financial Controlling Expert,Financial Controlling Expert,Senior,Allianz Services,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Controller,Financial Controller,Senior,Undelucram.ro,Timisoara Metropolitan Area,Timişoara,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Accountant,Accountant,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
"Technical Account Manager / Project Manager (Cluj, Romania)",Project Manager ,Head,Global App Testing,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Not specified,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Controller SNOW,Financial Controller ,Not specified,Allianz Services,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Controller,Financial Controller,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Business Development- EedenBull,Business Development,Not specified,PayTech Group,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Strategy & Operations Manager - Risk,Risk Manager,Head,Revolut,Romania,Not specified,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
ETRM/CTRM Business Analyst,Financial Analyst,Not specified,Infosys,"Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Lead Internal Auditor,Auditor,Head,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Accountant - Arad - on site,Accountant ,Not specified,Antal International,"Arad, Arad, Romania",Arad,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Senior Accountant,Accountant ,Senior,Nestwise Trading,"Constanţa, Romania",Constanţa,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
General Ledger Accountant,Accountant,Not specified,VON Consulting,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Market Development Lead (Southeastern Europe/Remote),Market Development Manager,Head,ZEN.COM,"Bucharest, Romania",Bucharest,Not specified,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
PL & SQL Developer,PL and SQL Developer,Not specified,EDUROM,Bucharest Metropolitan Area,Bucharest ,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Financial Controller,Financial Controller,Not specified,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
M&A And Transactions Specialist,MandA And Transactions Specialist,Senior,Temps HR,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Client Advisor with English - Remote,Client Advisor,Senior,CGS Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Operation Controller,Financial Controller,Not specified,Air Liquide,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
"GAS SPOT TRADER - Dubai, UAE",Trader,Not specified,Cobblestone Energy,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,5 months ago,5,month,30,150.00,45105.00,6/28/2023,,,
Group Payroll and Administration  Manager - Romania,Payroll and Administration Manager ,Not specified,Alexandrion Group,"Ploieşti, Prahova, Romania",Ploieşti,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Financial Controller,Financial Controller,Not specified,Allianz Trade in Romania,"Bucharest, Romania",Bucharest,Not specified,8 months ago,8,month,30,240.00,45015.00,3/30/2023,,,
Sales Consultant,Financial Consultant,Not specified,ICAP CRIF,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"Senior Finance Controller, Skyvera (Remote) - $100,000/year USD",Financial Controller,Senior,Crossover,"Bucharest, Bucharest, Romania",Bucharest,Not specified,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Junior Auditor | Financial Services Industry | Cluj-Napoca Office,Auditor,Junior,ACCA Careers,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Collections Specialist,Collections Specialist,Senior,Diversey Europe,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Traditional Trade Channel Manager,Trade Channel Manager,Head,Bergenbier S.A.,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Accountant,Accountant,Not specified,Euronet EFT Segment,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Portfolio Success Manager (English-speaking PM),Portfolio Success Manager ,Head,Viseven,"Bucharest, Bucharest, Romania",Bucharest,Not specified,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Business Warehouse SAP Specialist,Business Warehouse Specialist,Senior,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
IT Risk & Compliance Manager,IT Risk and Compliance Manager,Head,Societe Generale Global Solution Centre,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Specialist Risk Management,Risk Manager,Head,CREDIT EUROPE BANK (ROMANIA) S.A.,"Bucharest, Romania",Bucharest,Not specified,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Senior Accounts Payable,Accounts Payable,Senior,Sales Consulting,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
HR Generalist,HR Generalist,Not specified,Emma – The Sleep Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior Financial Controller,Financial Controller,Senior,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
SAP CO/ MM/ WM Consultant,Financial Consultant,Not specified,QUALITANCE,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
European Sports Trader,Trader,Not specified,Kambi,"Bucharest, Bucharest, Romania",Bucharest,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Contabil Junior ( Franceza & Engleza - B1/B2),Accountant,Junior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Project Leader S/4HANA Rollout,Project Leader ,Head,Bosch Romania,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Accounting Assistant,Accounting Assistant,Not specified,Marina Travel ehf,"Iaşi, Iaşi, Romania",Iaşi,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
FP&A Analyst,Financial Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
FP&A Analyst,Financial Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Corporate Finance Analyst,Financial Analyst,Senior,BAT,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Corporate Relationship Manager- Calarasi,Corporate Relationship Manager,Head,BCR,"Călăraşi, Romania",Călăraşi,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Demand Planning Specialist,Demand Planning Specialist,Senior,PepsiCo,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
HR Generalist,HR Generalist,Not specified,Fall Creek®,"Moara Vlăsiei, Ilfov, Romania",Moara Vlăsiei,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Chief of Staff -KYU,Chief of Staff,Head,Societe Generale Global Solution Centre Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Buyer with French/English,Buyer,Senior,Alstom,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Accounting Analyst,Accounting Analyst,Not specified,Molson Coors GBS,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Assistant Manager,Assistant Manager,Head,Not specified,"Bucharest, Romania",Bucharest,Be an early applicant,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Office Manager,Office Manager,Head,KONEM INVEST,Brasov Metropolitan Area,Braşov,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Internal Audit & SOX Consultant,Internal Audit ,Not specified,Genpact,Romania,Not specified,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Business Sales Analyst,Sales Analyst,Not specified,OLX,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Business Development Coordinator,Business Development Coordinator,Head,Globe Williams International,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Chief Accountant,Accountant,Head,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior HR Reporting and Controller,Financial Controller,Senior,BNP Paribas,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 months ago,3,month,30,90.00,45165.00,8/27/2023,,,
Field Sales Executive (Brasov),Sales Executive ,Not specified,Viva.com,"Braşov, Braşov, Romania",Braşov,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Procurement Analyst - Part Time - FREXL004,Procurement Analyst ,Not specified,Human Direct,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Policy & Privacy Compliance Lead,Policy and Privacy Compliance Lead,Head,_VOIS,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Accounts Receivable Accountant - Contracts & Billing,Accounts Receivable ,Not specified,Endava,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Risk Analyst - Hybrid,Risk Analyst ,Not specified,BNP Paribas,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Intercompany Finance Analyst,Financial Analyst,Not specified,BAT,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Global Graduate DBS Finance,Finance Intern,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 months ago,4,month,30,120.00,45135.00,7/28/2023,,,
Rollout Expert Purchasing (I2P),Purchasing Expert  ,Not specified,Bosch Romania,"Timişoara, Timiş, Romania",Timişoara,Be an early applicant,5 days ago,5,day,1,5.00,45250.00,11/20/2023,,,
Financial Services Consultant,Financial Consultant,Not specified,Not specified,Romania,Not specified,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Financial Reporting Analyst,Financial Reporting Analyst,Not specified,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Contabil Șef,Accountant,Head,Professional HR Agency,"Sector 1, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Accountant,Accountant,Senior,Cicor Group,"Arad, Romania",Arad,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Finance Content Editor (SEO),Finance Content Editor ,Not specified,HelpMeChoose,Romania,Not specified,Be an early applicant,21 hours ago,21,hour,0.0416667,0.88,45254.12,11/24/2023,,,
Project Controller,Financial Controller,Not specified,Siemens Energy,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Travel Officer,Travel Officer,Not specified,Endava,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
IT Senior Finance Analyst,Financial Analyst,Senior,Sales Consulting,Cluj-Napoca Metropolitan Area,Cluj Napoca,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Credit Controller,Financial Controller,Not specified,Mood Media,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Business Controller,Financial Controller,Senior,DB Schenker,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Property Senior Accountant,Property Accountant ,Senior,ALTEX Romania,"Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Property Accountant - Prahova Value Centre,Property Accountant ,Not specified,MAS PLC,Ploiesti Metropolitan Area,Ploieşti,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Regional Finance Category FP&A Business Partner,Finance Business Partner,Not specified,Kellanova,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
General Accountant,Accountant,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Senior Business Controller,Financial Controller,Senior,Worldline,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Finance Level 2 Controller,Financial Controller,Not specified,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Product Manager Lending,Product Manager ,Senior,BillEase,Romania,Not specified,Be an early applicant,21 hours ago,21,hour,0.0416667,0.88,45254.12,11/24/2023,,,
Senior Analyst FP&A,Financial Analyst,Senior,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Solution Business Analyst,Financial Analyst,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Customer Operations Specialist Graduate Program,Customer Operations Specialist ,Senior,HP,Bucharest Metropolitan Area,Bucharest ,Not specified,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Inventory Accounting Analyst,Accounting Analyst,Not specified,SLB,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,6 days ago,6,day,1,6.00,45249.00,11/19/2023,,,
KYC Specialist Wholesale Banking with French,Banking Specialist,Senior,Societe Generale Global Solution Centre Romania,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Property Accountant - Alba Iulia,Accountant ,Not specified,MAS PLC,"Alba Iulia, Alba, Romania",Alba Iulia,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Senior Expert R2R Excellence,Record and Report,Senior,OMV Petrom,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Financial Controller-MS,Financial Controller,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Technical Business Analyst - Data Management@ING Hubs Romania,Financial Analyst ,Not specified,ING Hubs Romania,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Contabil Manager,Accountant ,Head,Grant Thornton Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Accounts Payable Analyst,Accounts Payable Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Export Delivery Center Senior Accountant,Accountant,Senior,PwC Romania,"Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Data Analyst,Data Analyst,Not specified,Allianz Services,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Junior Accountant - Accounts Receivable (f/m/d),Accounts Receivable ,Junior,Awin Global,"Iaşi, Romania",Iaşi,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
"Financial Reporting Manager, Trilogy (Remote) - $100,000/year USD",Financial Reporting Manager,Head,Crossover,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
IT Controller – Internal Control Department,Financial Controller ,Not specified,Garanti BBVA Romania,"Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Quality Assurance Manager,Quality Assurance Manager,Senior,MHC - Romania,Romania,Not specified,Actively Hiring,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Personal Banker - Sucursale Bucuresti,Personal Banker ,Not specified,Libra Internet Bank,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Analyst I,Financial Analyst ,Not specified,DXC Technology,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Property Manager,Property Manager,Head,MAS PLC,"Iaşi, Romania",Iaşi,Be an early applicant,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Senior Planning & Reporting Analyst,Planning and Reporting Analyst,Senior,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
CTO - Project Management Analyst,Project Management Analyst,Head,Deutsche Bank,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior Accountant (hybrid),Accountant ,Senior,TELUS International Romania,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Project Manager for Photovoltaic and Wind Projects Development,Project Manager,Head,Adecco,"Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Financial Systems Senior Manager,Financial Systems Manager,Senior,WhiteCrow Research,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Financial Advisor,Financial Advisor,Not specified,NN,"Sibiu, Sibiu, Romania",Sibiu,Be an early applicant,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Economist - Exciting Opportunity in Rapidly Expanding Romanian City!,Economist ,Not specified,Antal International,"Alba Iulia, Alba, Romania",Alba Iulia,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Accountant,Accountant,Not specified,Hipo.ro Jobs,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Product Senior Actuary,Product Senior Actuary,Senior,MetLife,"Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
IT Recruitment Consultant (home office),Financial Consultant ,Not specified,Sowelo Consulting sp. z o.o. sp. k.,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
Application Support Engineer,Application Support Engineer,Not specified,OPEN,"Bucharest, Romania",Bucharest,Actively Hiring,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Accounts Payable Analyst - English Speaker,Accounts Payable Analyst ,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,4 days ago,4,day,1,4.00,45251.00,11/21/2023,,,
FP&A Analyst,Financial Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
